market,source_id,gate,horizon,window,dates,mean_ret,median_ret,mean_excess,median_excess,dates_beating_market,excess_t_descriptive
kr,kr.oversold_recovery,B_moderate2,5,recent,11,-0.0031975752901480777,-0.0003825819357779599,-0.045802832043481366,-0.056097239410701064,0.2727272727272727,-2.8088431966031533
kr,kr.oversold_recovery,B_moderate2,20,earlier,32,0.09340932178030562,0.03154076324142602,0.17930675026410414,0.09996182874127243,0.84375,4.341918846758627
kr,kr.oversold_recovery,none,5,earlier,36,0.07687183814531158,0.037429331520274126,0.09986986241181706,0.017699387454280603,0.5555555555555556,2.8932267653432655
kr,kr.oversold_recovery,none,5,recent,11,0.0011563609930030866,0.027916165892263575,-0.041448895760330194,-0.013335786532535332,0.2727272727272727,-1.7379852566945793
kr,kr.oversold_recovery,none,20,earlier,32,0.1350389894183856,0.05290601507522066,0.2209364179021842,0.10921463400777677,0.8125,4.0898169574488135
kr,kr.profitable_company,A_strong,5,earlier,15,0.020785881762518128,0.012046632124352351,0.013657409402709327,0.012097764563788069,0.6,0.8123155367759911
kr,kr.profitable_company,A_strong,5,recent,7,-0.0258983716089597,-0.0290581162324649,-0.08507916390719804,-0.09471465747492311,0.0,-4.686328234866443
kr,kr.profitable_company,A_strong,20,earlier,14,0.005076266742267965,0.003156161960455433,0.11909438348394155,0.11824408057669748,1.0,9.040609578031464
kr,kr.profitable_company,B_moderate2,5,earlier,36,-0.0026114700018478143,-0.007480122960383914,0.020386554264657672,0.02459479179994048,0.7777777777777778,3.2434668571749268
kr,kr.profitable_company,B_moderate2,5,recent,9,0.007649294010674718,-0.0080240722166499,-0.05277872809673881,-0.0520422107005119,0.1111111111111111,-4.490228355952627
kr,kr.profitable_company,B_moderate2,20,earlier,32,-0.010626440358619416,-0.009167147712231087,0.07527098812517914,0.08679767076601255,0.84375,6.159705116995073
kr,kr.profitable_company,none,5,earlier,36,-0.012642301471319312,-0.0043356528778563,0.010355722795186172,0.01962439955103913,0.6666666666666666,2.049965635815275
kr,kr.profitable_company,none,5,recent,11,0.010835950089127794,0.01789816155793279,-0.03176930666420549,-0.026480718059529552,0.0,-6.7308550010648895
kr,kr.profitable_company,none,20,earlier,32,-0.04521582641822134,-0.048456111622120684,0.04068160206557722,0.044604936251419855,0.8125,5.138246861085777
